go_id	go_desc
0050400	 xylitol kinase activity 
0030735	 carnosine N-methyltransferase activity 
0052598	 histamine oxidase activity 
0046539	 histamine N-methyltransferase activity 
0008127	 quercetin 2,3-dioxygenase activity 
0047894	 flavonol 3-sulfotransferase activity 
0008177	 succinate dehydrogenase ubiquinone activity 
0050084	 mannitol-1-phosphatase activity 
0052593	 tryptamineoxygen oxidoreductase deaminating activity 
0047504	 --menthol dehydrogenase activity 
0047505	 --menthol monooxygenase activity 
0047219	 monoterpenol beta-glucosyltransferase activity 
0047422	 N-acyl-D-aspartate deacylase activity 
0052656	 L-isoleucine transaminase activity 
0047301	 valine-3-methyl-2-oxovalerate transaminase activity 
0050031	 L-pipecolate oxidase activity 
0050214	 progesterone monooxygenase activity 
0050212	 progesterone 11-alpha-monooxygenase activity 
0050300	 aminoglycoside 6-kinase activity 
0009012	 aminoglycoside 3'-adenylyltransferase activity 
0050299	 streptomycin 3'-kinase activity 
0050301	 streptomycin-6-phosphatase activity 
0047446	 1-hydroxycyclohexan-1-ylacetyl-CoA lyase activity 
0047797	 cyclohexanone dehydrogenase activity 
0047897	 formate-dihydrofolate ligase activity 
0047613	 aconitate decarboxylase activity 
0047614	 aconitate delta-isomerase activity 
0004496	 mevalonate kinase activity 
0019727	 mevaldate reductase NAD+ activity 
0019726	 mevaldate reductase NADPH activity 
0050344	 trans-cinnamate 2-monooxygenase activity 
0050412	 cinnamate beta-D-glucosyltransferase activity 
0052661	 S-lactaldehyde reductase activity 
0050039	 lactaldehyde reductase NADPH activity 
0008738	 L-fuculose-phosphate aldolase activity 
0036130	 prostaglandin H2 endoperoxidase reductase activity 
0050220	 prostaglandin-E synthase activity 
0004667	 prostaglandin-D synthase activity 
0008116	 prostaglandin-I synthase activity 
0004796	 thromboxane-A synthase activity 
0047665	 aminolevulinate transaminase activity 
0042286	 glutamate-1-semialdehyde 2,1-aminomutase activity 
0047589	 5-aminovalerate transaminase activity 
0033714	 secondary-alcohol oxidase activity 
0047449	 2-dehydro-3-deoxy-L-arabinonate dehydratase activity 
0047448	 5-dehydro-4-deoxyglucarate dehydratase activity 
0047425	 1-pyrroline-4-hydroxy-2-carboxylate deaminase activity 
0004358	 glutamate N-acetyltransferase activity 
0003992	 N2-acetyl-L-ornithine2-oxoglutarate 5-aminotransferase activity 
0047771	 carboxymethylhydantoinase activity 
0050415	 formimidoylglutamase activity 
0050480	 imidazolonepropionase activity 
0004073	 aspartate-semialdehyde dehydrogenase activity 
0008840	 dihydrodipicolinate synthase activity 
0047307	 diaminobutyrate-pyruvate transaminase activity 
0030272	 5-formyltetrahydrofolate cyclo-ligase activity 
0030412	 formimidoyltetrahydrofolate cyclodeaminase activity 
0047887	 farnesyl diphosphate kinase activity 
0050467	 pentalenene synthase activity 
0045482	 trichodiene synthase activity 
0047131	 saccharopine dehydrogenase NAD+, L-glutamate-forming activity 
0004755	 saccharopine dehydrogenase NADP+, L-glutamate-forming activity 
0047755	 isocitrate epimerase activity 
0050262	 ribosylnicotinamide kinase activity 
0008879	 glucose-1-phosphate thymidylyltransferase activity 
0047342	 galactose-1-phosphate thymidylyltransferase activity 
0047719	 indole 2,3-dioxygenase activity 
0033984	 indole-3-glycerol-phosphate lyase activity 
0019152	 acetoin dehydrogenase activity 
0047156	 acetoin-ribose-5-phosphate transaldolase activity 
0050387	 urethanase activity 
0047376	 all-trans-retinyl-palmitate hydrolase, all-trans-retinol forming activity 
0050253	 retinyl-palmitate esterase activity 
0050251	 retinol isomerase activity 
0047875	 ecdysone oxidase activity 
0004501	 ecdysone 20-monooxygenase activity 
0004173	 ecdysone O-acyltransferase activity 
0050215	 propanediol dehydratase activity 
0050234	 pyrazolylalanine synthase activity 
0050285	 sinapine esterase activity 
0030738	 tyramine N-methyltransferase activity 
0047705	 bilirubin oxidase activity 
0047728	 carnitine 3-dehydrogenase activity 
0004092	 carnitine O-acetyltransferase activity 
0008336	 gamma-butyrobetaine dioxygenase activity 
0047729	 carnitine decarboxylase activity 
0047948	 glutarate-CoA ligase activity 
0044540	 L-cystine L-cysteine-lyase deaminating 
0004765	 shikimate kinase activity 
0050246	 questin monooxygenase activity 
0050075	 maleate hydratase activity 
0004037	 allantoicase activity 
0047733	 CDP-glucose 4,6-dehydratase activity 
0050401	 xylonate dehydratase activity 
0047878	 erythritol kinase activity 
0050245	 quercitrinase activity 
0008740	 L-rhamnose isomerase activity 
0047002	 L-arabinitol 2-dehydrogenase activity 
0047090	 benzoyl-CoA 3-monooxygenase activity 
0047110	 phenylglyoxylate dehydrogenase acylating activity 
0018522	 benzoyl-CoA reductase activity 
0047962	 glycine N-benzoyltransferase activity 
0047672	 anthranilate N-benzoyltransferase activity 
0008866	 fructuronate reductase activity 
0047817	 D-arginase activity 
0047831	 D-ornithine 4,5-aminomutase activity 
0047543	 2-hexadecenal reductase activity 
0047800	 cysteamine dioxygenase activity 
0018674	 S-limonene 3-monooxygenase activity 
0018676	 S-limonene 7-monooxygenase activity 
0050166	 pantoate 4-dehydrogenase activity 
0008677	 2-dehydropantoate 2-reductase activity 
0004593	 pantothenase activity 
0047835	 D-tryptophan N-acetyltransferase activity 
0047836	 D-tryptophan N-malonyltransferase activity 
0047079	 deoxyuridine 1-dioxygenase activity 
0047923	 gentisate decarboxylase activity 
0050351	 trimetaphosphatase activity 
0050198	 pinosylvin synthase activity 
0050116	 N,N-dimethylformamidase activity 
0050352	 trimethylamine-oxide aldolase activity 
0004411	 homogentisate 1,2-dioxygenase activity 
0050020	 L-arabinonate dehydratase activity 
0050021	 L-arabinonolactonase activity 
0052594	 aminoacetoneoxygen oxidoreductasedeaminating activity 
0004462	 lactoylglutathione lyase activity 
0004500	 dopamine beta-monooxygenase activity 
0047475	 phenylacetate-CoA ligase activity 
0004767	 sphingomyelin phosphodiesterase activity 
0050290	 sphingomyelin phosphodiesterase D activity 
0050092	 meso-tartrate dehydrogenase activity 
0050320	 tartrate epimerase activity 
0050345	 trans-epoxysuccinate hydrolase activity 
0047501	 +-neomenthol dehydrogenase activity 
0050125	 N-benzyloxycarbonylglycine hydrolase activity 
0047413	 Nalpha-benzyloxycarbonylleucine hydrolase activity 
0055041	 cyclopentanol dehydrogenase activity 
0047799	 cyclopentanone monooxygenase activity 
0009026	 tagaturonate reductase activity 
0050224	 prunasin beta-glucosidase activity 
0047494	 serine-phosphoethanolamine synthase activity 
0018789	 cyclamate sulfohydrolase activity 
0004790	 thioether S-methyltransferase activity 
0047147	 trimethylsulfonium-tetrahydrofolate N-methyltransferase activity 
0047869	 dimethylpropiothetin dethiomethylase activity 
0047973	 guanidinoacetate kinase activity 
0003850	 2-deoxyglucose-6-phosphatase activity 
0018669	 3-hydroxybenzoate 6-monooxygenase activity 
0047390	 glycerophosphocholine cholinephosphodiesterase activity 
0047460	 L-2-amino-4-chloropent-4-enoate dehydrochlorinase activity 
0047751	 cholestenone 5-alpha-reductase activity 
0052596	 phenethylamineoxygen oxidoreductase deaminating activity 
0018846	 styrene-oxide isomerase activity 
0047365	 quercetin-3-sulfate 3-sulfotransferase activity 
0047366	 quercetin-3-sulfate 4-sulfotransferase activity 
0050374	 UDP-galacturonate decarboxylase activity 
0050104	 L-gulonate 3-dehydrogenase activity 
0050384	 urate-ribonucleotide phosphorylase activity 
0047393	 glycerol-1,2-cyclic-phosphate 2-phosphodiesterase activity 
0050123	 N-acylmannosamine 1-dehydrogenase activity 
0047922	 gentisate 1,2-dioxygenase activity 
0047841	 dehydrogluconokinase activity 
0000334	 3-hydroxyanthranilate 3,4-dioxygenase activity 
0047561	 3-hydroxyanthranilate oxidase activity 
0030767	 3-hydroxyanthranilate 4-C-methyltransferase activity 
0047579	 4-hydroxymandelate oxidase activity 
0047018	 indole-3-acetaldehyde reductase NADH activity 
0047019	 indole-3-acetaldehyde reductase NADPH activity 
0050302	 indole-3-acetaldehyde oxidase activity 
0046509	 1,2-diacylglycerol 3-beta-galactosyltransferase activity 
0018660	 4-hydroxyphenylacetate,NADHoxygen oxidoreductase 3-hydroxylating activity 
0047085	 hydroxyphenylacetonitrile 2-monooxygenase activity 
0047239	 hydroxymandelonitrile glucosyltransferase activity 
0047581	 4-methyleneglutamate-ammonia ligase activity 
0047582	 4-methyleneglutaminase activity 
0047815	 D-arabinonolactonase activity 
0003885	 D-arabinono-1,4-lactone oxidase activity 
0004834	 tryptophan synthase activity 
0008801	 beta-phosphoglucomutase activity 
0030408	 glycine formimidoyltransferase activity 
0047386	 fructose-2,6-bisphosphate 6-phosphatase activity 
0003873	 6-phosphofructo-2-kinase activity 
0050118	 N-acetyldiaminopimelate deacetylase activity 
0009014	 succinyl-diaminopimelate desuccinylase activity 
0008837	 diaminopimelate epimerase activity 
0047983	 homoglutathione synthase activity 
0047135	 bis-gamma-glutamylcystine reductase activity 
0047850	 diaminopimelate dehydrogenase activity 
0047511	 S-methylmalonyl-CoA hydrolase activity 
0004493	 methylmalonyl-CoA epimerase activity 
0047003	 dTDP-6-deoxy-L-talose 4-dehydrogenase activity 
0008831	 dTDP-4-dehydrorhamnose reductase activity 
0047310	 glutamine-scyllo-inositol transaminase activity 
0050114	 myo-inosose-2 dehydratase activity 
0008764	 UDP-N-acetylmuramoylalanine-D-glutamate ligase activity 
0047482	 UDP-N-acetylmuramoyl-L-alanyl-D-glutamate-L-lysine ligase activity 
0008765	 UDP-N-acetylmuramoylalanyl-D-glutamate-2,6-diaminopimelate ligase activity 
0008709	 cholate 7-alpha-dehydrogenase activity 
0047013	 cholate 12-alpha dehydrogenase activity 
0036131	 prostaglandin D2 11-ketoreductase activity 
0050304	 nitrous-oxide reductase activity 
0016152	 mercury II reductase activity 
0050151	 oleate hydratase activity 
0047387	 serine-ethanolaminephosphate phosphodiesterase activity 
0047150	 betaine-homocysteine S-methyltransferase activity 
0018661	 orcinol 2-monooxygenase activity 
0050159	 orsellinate decarboxylase activity 
0050356	 tropine dehydrogenase activity 
0047784	 cortisol O-acetyltransferase activity 
0047785	 cortisol sulfotransferase activity 
0047826	 D-lysine 5,6-aminomutase activity 
0052587	 diacetyl reductase (R-acetoin forming) activity 
0030769	 macrocin O-methyltransferase activity 
0030770	 demethylmacrocin O-methyltransferase activity 
0030760	 pyridine N-methyltransferase activity 
0050332	 thiamine pyridinylase activity 
0051266	 sirohydrochlorin ferrochelatase activity 
0050286	 sorbitol-6-phosphatase activity 
0004506	 squalene monooxygenase activity 
0018465	 vanillyl-alcohol oxidase activity 
0004552	 octanol dehydrogenase activity 
0047786	 cortisone alpha-reductase activity 
0047170	 glucarate O-hydroxycinnamoyltransferase activity 
0050180	 phloretin hydrolase activity 
0030411	 scytalone dehydratase activity 
0016153	 urocanate hydratase activity 
0004831	 tyrosine-tRNA ligase activity 
0047349	 D-ribitol-5-phosphate cytidylyltransferase activity 
0050317	 tagatose kinase activity 
0047713	 galactitol 2-dehydrogenase activity 
0047942	 glutamate-ethylamine ligase activity 
0050330	 theanine hydrolase activity 
0050205	 oxamate carbamoyltransferase activity 
0050168	 pentanamidase activity 
0047610	 acetylsalicylate deacetylase activity 
0047500	 +-borneol dehydrogenase activity 
0047503	 --borneol dehydrogenase activity 
0047604	 acetoin racemase activity 
0047706	 biochanin-A reductase activity 
0047067	 hydrogenquinone oxidoreductase activity 
0047993	 hydroxymalonate dehydrogenase activity 
0047308	 alanine-oxomalonate transaminase activity 
0050167	 pantothenoylcysteine decarboxylase activity 
0017159	 pantetheine hydrolase activity 
0047560	 3-dehydrosphinganine reductase activity 
0030753	 8-hydroxyfuranocoumarin 8-O-methyltransferase activity 
0047668	 amygdalin beta-glucosidase activity 
0047541	 2-furoate-CoA ligase activity 
0047542	 2-furoyl-CoA dehydrogenase activity 
0047585	 4-pyridoxolactonase activity 
0045481	 6-endo-hydroxycineole dehydrogenase activity 
0047597	 6-oxocineole dehydrogenase activity 
0047745	 chlorogenate hydrolase activity 
0047204	 chlorogenate-glucarate O-hydroxycinnamoyltransferase activity 
0033787	 cyanocobalamin reductase cyanide-eliminating activity 
0047306	 D-methionine-pyruvate transaminase activity 
0004401	 histidinol-phosphatase activity 
0018493	 formylmethanofuran dehydrogenase activity 
0047049	 R-2-hydroxy-fatty acid dehydrogenase activity 
0047050	 S-2-hydroxy-fatty acid dehydrogenase activity 
0018601	 4-nitrophenol 2-monooxygenase activity 
0050454	 coenzyme F420 hydrogenase activity 
0003859	 3-hydroxybutyryl-CoA dehydratase activity 
0018801	 glutaconyl-CoA decarboxylase activity 
0047459	 3-aminobutyryl-CoA ammonia-lyase activity 
0050393	 vinylacetyl-CoA delta-isomerase activity 
0047675	 arabinonate dehydratase activity 
0008869	 galactonate dehydratase activity 
0004595	 pantetheine-phosphate adenylyltransferase activity 
0008908	 isochorismatase activity 
0050442	 3-propylmalate synthase activity 
0047007	 pregnan-21-ol dehydrogenase NAD+ activity 
0047008	 pregnan-21-ol dehydrogenase NADP+ activity 
0047520	 11-cis-retinyl-palmitate hydrolase activity 
0047921	 aminoglycoside 2-N-acetyltransferase activity 
0004463	 leukotriene-A4 hydrolase activity 
0004464	 leukotriene-C4 synthase activity 
0047739	 cephalosporin-C deacetylase activity 
0047740	 cephalosporin-C transaminase activity 
0033813	 deacetylcephalosporin-C acetyltransferase activity 
0008811	 chloramphenicol O-acetyltransferase activity 
0047868	 dimethylmaleate hydratase activity 
0050100	 methylitaconate delta-isomerase activity 
0050007	 isonocardicin synthase activity 
0050143	 nocardicin-A epimerase activity 
0047202	 sinapoylglucose-choline O-sinapoyltransferase activity 
0052660	 R-lactaldehyde reductase activity 
0003856	 3-dehydroquinate synthase activity 
0003855	 3-dehydroquinate dehydratase activity 
0047882	 estradiol 6-beta-monooxygenase activity 
0047215	 indole-3-acetate beta-glucosyltransferase activity 
0047721	 indoleacetate-lysine synthetase activity 
0018459	 carveol dehydrogenase activity 
0047858	 dihydroxyfumarate decarboxylase activity 
0050447	 zeatin 9-aminocarboxyethyltransferase activity 
0047458	 beta-pyrazolylalanine synthase activity 
0047059	 polyvinyl alcohol dehydrogenase cytochrome activity 
0050249	 Renilla-luciferin sulfotransferase activity 
0052600	 propane-1,3-diamine oxidase activity 
0052737	 pyruvate dehydrogenase quinone activity 
0047060	 R-pantolactone dehydrogenase (flavin) activity 
0050201	 fucokinase activity 
0004852	 uroporphyrinogen-III synthase activity 
0050133	 N6-hydroxylysine O-acetyltransferase activity 
0047119	 2-methyl-branched-chain-enoyl-CoA reductase activity 
0047107	 gamma-guanidinobutyraldehyde dehydrogenase activity 
0047435	 5-guanidino-2-oxopentanoate decarboxylase activity 
0004141	 dethiobiotin synthase activity 
0047941	 glucuronolactone reductase activity 
0047423	 N-methylhydantoinase ATP-hydrolyzing activity 
0008763	 UDP-N-acetylmuramate-L-alanine ligase activity 
0047509	 R-dehydropantoate dehydrogenase activity 
0000250	 lanosterol synthase activity 
0016871	 cycloartenol synthase activity 
0018531	 S-6-hydroxynicotine oxidase activity 
0047546	 2-hydroxypyridine 5-monooxygenase activity 
0047861	 diiodotyrosine transaminase activity 
0042410	 6-carboxyhexanoate-CoA ligase activity 
0008710	 8-amino-7-oxononanoate synthase activity 
0047796	 cyclohexane-1,3-dione hydrolase activity 
0047564	 3-hydroxycyclohexanone dehydrogenase activity 
0047364	 desulfoglucosinolate sulfotransferase activity 
